Account ID,Account Kit Type,Payment Plan Deposit,Payment Plan Daily Rate,Payment Plan Loan Duration,Payment Plan Total Loan Value,first_transaction_date,last_transaction_date,account_lifetime_days,final_status,Value of Transaction_count,Value of Transaction_mean,Value of Transaction_std,Value of Transaction_sum,Value of Transaction_min,Value of Transaction_max,Number of Days Purchased_mean,Number of Days Purchased_sum,avg_days_between_payments,loan_paid_percentage,Cancellation,Commission,Deposit,General Discount,Incentive,Initialization,Payment,Payoff,Redemption,Upgrade,early_payment_count,early_payment_amount,early_days_purchased,payment_frequency,avg_payment_size,payment_to_loan_ratio,days_purchased_ratio,payment_amount_cv,repayment_pace,loan_completed,loan_cancelled,time_to_payoff
00cf39541a,Home Starter Kit Intro [MTN],40000,1000,540,580000,2013-04-20 12:46:22,2014-10-30 09:40:11,557,Payoff,52.0,10330.76923076923,5266.525381383838,537200.0,7000.0,30000.0,9.942307692307692,517.0,10.313725490196079,99.51724137931033,0,0,1,6,0,1,52,1,0,0,1.0,30000.0,30.0,0.0933572710951526,10330.76923076923,0.9262068965517242,0.9281867145421903,0.5097902454057327,0.1786665015786541,1,0,557
00dd4140f7,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-12 08:57:11,2015-04-23 05:42:15,496,Payment,10.0,30500.0,17141.567411801447,305000.0,9000.0,60000.0,22.1,221.0,53.0,47.91154791154791,0,0,1,2,1,1,10,0,2,0,2.0,28000.0,20.0,0.020161290322580645,30500.0,0.3746928746928747,0.44556451612903225,0.5620186036656212,0.09659586272489498,0,0,496
00de127766,Home Starter Kit [MTN],40000,1000,540,580000,2013-11-04 14:25:47,2014-09-11 00:05:09,310,Cancellation,4.0,7750.0,5188.127472091127,31000.0,4000.0,15000.0,7.75,31.0,39.666666666666664,12.241379310344827,1,0,1,0,0,1,4,0,0,0,1.0,8000.0,8.0,0.012903225806451613,7750.0,0.05344827586206897,0.1,0.669435802850468,0.039488320355951054,0,1,310
010958edfc,Home Comfort Kit [MTN],60000,1400,540,816000,2013-09-30 16:12:42,2015-02-10 10:03:26,497,Payoff,15.0,46933.333333333336,58105.159184099335,704000.0,7000.0,247000.0,21.333333333333332,320.0,34.57142857142857,93.62745098039215,0,5,1,2,0,1,15,1,1,0,1.0,40000.0,28.0,0.030181086519114688,46933.333333333336,0.8627450980392157,0.6438631790744467,1.2380360621612074,0.18838521324022567,1,0,497
0118d62a00,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-21 13:53:31,2015-05-26 16:55:40,521,Payment,71.0,2698.5915492957747,3446.2709850232727,191600.0,1000.0,13500.0,1.971830985915493,140.0,6.785714285714286,33.98034398034398,0,1,1,2,0,1,71,0,1,0,2.0,27000.0,20.0,0.1362763915547025,2698.5915492957747,0.23538083538083537,0.2687140115163148,1.2770628389178098,0.06522138959758922,0,0,521
011bbc9ea2,Home Plus Kit [MTN],60000,1100,540,654000,2013-10-30 07:13:18,2015-05-23 13:41:17,570,Payment,43.0,11900.0,3861.4702356683238,511700.0,1000.0,29000.0,10.604651162790697,456.0,12.928571428571429,87.41590214067278,0,1,1,2,0,1,43,0,0,0,3.0,22000.0,19.0,0.07543859649122807,11900.0,0.7824159021406728,0.8,0.3244932971149852,0.15336123182574174,0,0,570
012214178b,Home Starter Kit [MTN],40000,1000,540,580000,2013-11-06 13:55:34,2014-05-27 09:28:07,201,Cancellation,11.0,2909.090909090909,2211.5399817568505,32000.0,0.0,6000.0,2.4545454545454546,27.0,5.9,12.068965517241379,1,0,1,1,0,1,11,0,1,0,7.0,20000.0,20.0,0.05472636815920398,2909.090909090909,0.05517241379310345,0.13432835820895522,0.7602168687289174,0.06004460456338995,0,1,201
012da3795a,Home Starter Kit [MTN],40000,1000,540,580000,2013-09-19 10:19:57,2015-01-24 23:05:07,492,Cancellation,26.0,7000.0,0.0,182000.0,7000.0,7000.0,7.0,182.0,11.44,38.275862068965516,1,0,1,1,0,1,26,0,0,0,3.0,21000.0,21.0,0.052845528455284556,7000.0,0.3137931034482759,0.3699186991869919,0.0,0.07779646761984861,0,1,492
01358cfa1d,Home Comfort Kit Intro [MTN],60000,1400,540,816000,2013-05-23 09:30:47,2015-04-16 23:05:17,693,Cancellation,5.0,87400.0,17401.149387324964,437000.0,60000.0,100000.0,54.0,270.0,117.75,60.90686274509803,1,0,1,2,0,1,5,0,0,0,1.0,60000.0,42.0,0.007215007215007215,87400.0,0.5355392156862745,0.38961038961038963,0.19909781907694465,0.08788869082986729,0,1,693
013dc0b456,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-22 12:24:41,2015-05-30 18:38:58,524,Payoff,31.0,21516.129032258064,16544.62846916774,667000.0,2500.0,90000.0,15.32258064516129,475.0,15.833333333333334,97.35872235872236,0,0,1,3,0,1,31,1,2,0,0.0,0.0,0.0,0.05916030534351145,21516.129032258064,0.8194103194103194,0.9064885496183206,0.7689407534395801,0.1857990884708442,1,0,524
014788c3cc,Home Plus Kit [MTN],60000,1100,540,654000,2013-11-25 10:52:25,2015-05-05 19:05:50,526,Payment,45.0,9822.222222222223,4141.194869780334,442000.0,1000.0,18000.0,8.555555555555555,385.0,11.272727272727273,76.75840978593273,0,2,1,2,0,1,45,0,0,0,4.0,30000.0,26.0,0.08555133079847908,9822.222222222223,0.6758409785932722,0.7319391634980988,0.4216148623079525,0.145928535714701,0,0,526
0176e9d849,Home Starter Kit Intro [MTN],40000,1000,540,580000,2013-06-21 17:59:42,2015-03-31 12:12:01,647,Payoff,53.0,10226.415094339623,6049.9253314971465,542000.0,4000.0,30000.0,9.716981132075471,515.0,11.846153846153847,100.34482758620689,0,0,1,2,0,1,53,1,0,0,1.0,30000.0,30.0,0.08191653786707882,10226.415094339623,0.9344827586206896,0.7959814528593508,0.5915978645190936,0.15509246922133987,1,0,647
017c22ccdc,Home Plus Kit [MTN],60000,1100,540,654000,2013-12-01 10:37:07,2015-04-01 16:11:51,486,Payment,20.0,15410.0,13322.790129777819,308200.0,2400.0,33000.0,13.8,276.0,24.842105263157894,56.29969418960245,0,1,1,4,1,1,20,0,0,0,1.0,32000.0,29.0,0.0411522633744856,15410.0,0.4712538226299694,0.5679012345679012,0.8645548429446995,0.11584299215967582,0,0,486
018614fa7f,Home Comfort Kit Intro [MTN],60000,1400,540,816000,2013-05-09 07:37:21,2014-06-23 23:05:17,410,Cancellation,126.0,1657.142857142857,609.186811600983,208800.0,1000.0,4200.0,1.1507936507936507,145.0,1.208,32.94117647058823,1,0,1,2,0,1,126,0,3,0,20.0,32400.0,20.0,0.3073170731707317,1657.142857142857,0.25588235294117645,0.35365853658536583,0.3676127311385242,0.08034433285509325,0,1,410
01876dee07,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-16 08:45:34,2015-02-12 12:34:40,423,Payoff,56.0,12353.57142857143,26310.675084015296,691800.0,1500.0,205000.0,6.285714285714286,352.0,7.109090909090909,95.42997542997543,0,0,1,2,0,1,56,1,0,0,4.0,38300.0,28.0,0.13238770685579196,12353.57142857143,0.8498771498771499,0.8321513002364066,2.12980312909057,0.22560277879426816,1,0,423
019a2786eb,Home Starter Kit [MTN],40000,1000,540,580000,2013-10-24 08:54:02,2015-02-28 16:39:59,492,Payment,15.0,15533.333333333334,23169.76683607531,233000.0,2000.0,70000.0,15.533333333333333,233.0,34.285714285714285,47.06896551724138,0,0,1,1,0,1,15,0,0,0,5.0,15000.0,15.0,0.03048780487804878,15533.333333333334,0.4017241379310345,0.4735772357723577,1.4916158907344619,0.09566862910008411,0,0,492
01cf1dd889,Home Comfort Kit Intro [MTN],60000,1400,540,816000,2013-06-01 07:55:31,2015-04-30 23:05:20,698,Cancellation,10.0,28900.0,20572.095447744527,289000.0,7000.0,67000.0,20.2,202.0,50.55555555555556,42.76960784313725,2,0,1,0,0,1,10,0,0,0,2.0,50000.0,35.0,0.014326647564469915,28900.0,0.3541666666666667,0.28939828080229224,0.7118372127247241,0.061274509803921566,0,1,698
01de44c4e7,Home Comfort Kit [MTN],60000,1400,540,816000,2013-09-09 12:04:17,2015-04-16 23:05:09,584,Cancellation,40.0,9387.5,1073.739571156185,375500.0,4500.0,10000.0,6.625,265.0,9.487179487179487,53.370098039215684,1,0,1,2,1,1,40,0,1,0,4.0,39600.0,28.0,0.0684931506849315,9387.5,0.46017156862745096,0.4537671232876712,0.11437971463714355,0.09138715417673919,0,1,584
01e235a387,Home Starter Kit Intro [MTN],40000,1000,540,580000,2013-06-28 12:40:44,2014-12-27 15:04:09,547,Payoff,89.0,6056.179775280899,6575.366478832184,539000.0,3000.0,65000.0,5.269662921348314,469.0,5.659090909090909,99.82758620689656,0,0,1,2,1,1,89,1,0,0,4.0,22000.0,22.0,0.16270566727605118,6056.179775280899,0.9293103448275862,0.8574040219378428,1.0857284167273922,0.18250015759944527,1,0,547
01e2a795f9,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-22 10:37:02,2015-06-01 18:14:16,526,Payment,124.0,3067.7419354838707,2935.2649327691342,380400.0,500.0,25000.0,1.9596774193548387,243.0,3.6666666666666665,57.174447174447174,0,0,1,3,0,1,124,0,17,0,8.0,29800.0,17.0,0.23574144486692014,3067.7419354838707,0.4673218673218673,0.4619771863117871,0.9568161189888872,0.10869666763202884,0,0,526
01ed812ea0,Home Comfort Kit [MTN],85000,1350,540,814000,2013-11-10 10:44:01,2014-12-24 13:21:50,409,General Discount,22.0,11313.636363636364,8641.554944653877,248900.0,9350.0,50000.0,8.318181818181818,183.0,16.952380952380953,41.01965601965602,0,1,1,3,0,1,22,0,0,0,4.0,38350.0,28.0,0.05378973105134474,11313.636363636364,0.3057739557739558,0.4474327628361858,0.7638176327134805,0.10029255750527144,0,0,409
01f7b99238,Home Comfort Kit [MTN],60000,1400,540,816000,2013-09-07 09:42:50,2014-04-20 09:49:51,225,Cancellation,4.0,22500.0,13503.086067019396,90000.0,10000.0,40000.0,15.75,63.0,58.666666666666664,18.38235294117647,1,0,1,1,0,1,4,0,0,0,1.0,14000.0,10.0,0.017777777777777778,22500.0,0.11029411764705882,0.28,0.6001371585341954,0.08169934640522876,0,1,225
0202c8c47f,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-27 15:16:48,2015-04-27 15:06:51,485,Payment,57.0,9678.070175438597,6209.058888487189,551650.0,1400.0,49000.0,6.649122807017544,379.0,8.071428571428571,78.21253071253071,0,0,1,2,0,1,57,0,4,0,5.0,44000.0,30.0,0.11752577319587629,9678.070175438597,0.6777027027027027,0.7814432989690722,0.6415596059888874,0.16126294992274373,0,0,485
022b1a939e,Home Starter Kit Intro [MTN],40000,1000,540,580000,2013-06-02 10:58:10,2015-04-21 19:51:13,688,Payoff,58.0,9370.689655172413,8495.385922497684,543500.0,1000.0,49000.0,8.862068965517242,514.0,11.491228070175438,100.60344827586208,0,0,1,5,0,1,58,1,1,0,1.0,40000.0,40.0,0.08430232558139535,9370.689655172413,0.9370689655172414,0.747093023255814,0.9065913219960731,0.14622594226142743,1,0,688
02399efa58,Home Comfort Kit Intro [MTN],60000,1400,540,816000,2013-03-25 12:02:13,2014-08-29 16:39:46,522,Payoff,18.0,41850.0,636.3961030678928,753300.0,39300.0,42000.0,28.333333333333332,510.0,30.0,99.66911764705883,0,0,1,1,1,1,18,1,0,0,1.0,42000.0,30.0,0.034482758620689655,41850.0,0.9231617647058824,0.9770114942528736,0.01520659744487199,0.19093700698670274,1,0,522
02699de99c,Home Plus Kit [MTN],60000,1100,540,654000,2013-11-28 10:28:12,2015-02-25 23:05:15,454,Cancellation,5.0,54200.0,27905.1966486531,271000.0,33000.0,100000.0,48.8,244.0,51.75,50.61162079510704,1,0,1,1,1,1,5,0,0,0,1.0,33000.0,30.0,0.011013215859030838,54200.0,0.41437308868501527,0.5374449339207048,0.514856026727917,0.11147934095838555,0,1,454
02b4ea001c,Home Comfort Kit Intro [MTN],60000,1400,540,816000,2013-05-15 06:10:04,2015-03-26 10:49:50,680,General Discount,57.0,12236.842105263158,8748.196376946738,697500.0,4000.0,42000.0,8.456140350877194,482.0,11.517857142857142,92.83088235294117,0,0,1,3,0,1,57,0,3,0,1.0,42000.0,30.0,0.0838235294117647,12236.842105263158,0.8547794117647058,0.7088235294117647,0.7149063705891958,0.13651600346020762,0,0,680
02cdd63f12,Home Starter Kit [MTN],40000,1000,540,580000,2013-11-06 09:31:17,2015-05-31 17:21:20,571,Payment,115.0,3956.521739130435,4305.018092648626,455000.0,1000.0,30000.0,3.9565217391304346,455.0,4.508771929824562,85.34482758620689,0,1,1,2,0,1,115,0,0,0,1.0,30000.0,30.0,0.20140105078809106,3956.521739130435,0.7844827586206896,0.7968476357267951,1.0880814959441583,0.1494655474364394,0,0,571
030e8cb2cc,Home Starter Kit Intro [MTN],40000,1000,540,580000,2013-04-10 07:13:20,2014-07-06 08:52:57,452,Payoff,19.0,26894.736842105263,25627.447822039263,511000.0,2000.0,100000.0,21.63157894736842,411.0,24.333333333333332,95.0,0,0,1,1,2,1,19,1,0,0,2.0,35000.0,35.0,0.0420353982300885,26894.736842105263,0.8810344827586207,0.9092920353982301,0.9528796646159413,0.21017699115044247,1,0,452
031cb10f1a,Home Comfort Kit [MTN],60000,1400,540,816000,2013-09-10 16:05:44,2015-02-26 12:28:53,533,Payment,45.0,9196.666666666666,6985.507725413964,413850.0,3500.0,50500.0,6.222222222222222,280.0,11.545454545454545,58.06985294117647,0,0,1,3,1,1,45,0,0,0,3.0,24800.0,17.0,0.08442776735459662,9196.666666666666,0.5071691176470589,0.525328330206379,0.7595695243291734,0.10894906743185079,0,0,533
0323494f30,Business Pro Kit [MTN],105000,1500,540,915000,2013-12-23 14:09:08,2015-05-25 08:55:12,517,Payment,17.0,37941.17647058824,12381.79403517163,645000.0,10000.0,50000.0,25.11764705882353,427.0,31.375,81.9672131147541,0,0,1,2,1,1,17,0,3,0,1.0,45000.0,30.0,0.03288201160541586,37941.17647058824,0.7049180327868853,0.8259187620889749,0.32634185829134527,0.15854393252370233,0,0,517
0344bcfaaf,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-22 08:23:36,2015-06-01 15:56:13,526,Payment,42.0,12904.761904761905,6389.051320125414,542000.0,5000.0,30000.0,9.071428571428571,381.0,12.268292682926829,77.02702702702703,0,2,1,3,0,1,42,0,0,0,2.0,42000.0,30.0,0.07984790874524715,12904.761904761905,0.6658476658476659,0.7243346007604563,0.4950925377218956,0.14643921488027953,0,0,526
0355f8112b,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-13 12:10:52,2015-04-24 09:15:04,496,Redemption,25.0,7780.0,10342.146779078317,194500.0,4000.0,40500.0,5.08,127.0,16.666666666666668,34.336609336609335,0,0,1,2,0,1,25,0,2,0,1.0,40500.0,30.0,0.05040322580645161,7780.0,0.23894348894348894,0.2560483870967742,1.3293247788018403,0.0692270349528414,0,0,496
035a9eb7a3,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-15 10:58:54,2015-03-06 16:31:00,446,Payment,16.0,22187.5,24011.715890373183,355000.0,10000.0,100000.0,16.0,256.0,25.866666666666667,62.039312039312044,0,0,1,2,1,1,16,0,3,0,0.0,0.0,0.0,0.03587443946188341,22187.5,0.43611793611793614,0.5739910313901345,1.082218180974566,0.13910159650069964,0,0,446
0380ae5aa2,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-06 15:47:31,2015-05-21 14:59:29,530,Payoff,91.0,7728.571428571428,2372.2017767975126,703300.0,2950.0,10500.0,5.384615384615385,490.0,5.333333333333333,96.84275184275184,0,1,1,2,0,1,91,1,1,0,3.0,31000.0,21.0,0.17169811320754716,7728.571428571428,0.864004914004914,0.9245283018867925,0.30693923174829185,0.18272217328821103,1,0,530
038a441827,Home Starter Kit [MTN],40000,1000,540,580000,2013-12-20 13:08:39,2015-02-08 14:09:03,415,Payment,10.0,27400.0,8221.921916437786,274000.0,4000.0,30000.0,27.4,274.0,44.666666666666664,54.137931034482754,0,1,1,1,0,1,10,0,0,0,1.0,30000.0,30.0,0.024096385542168676,27400.0,0.4724137931034483,0.6602409638554216,0.3000701429356856,0.1304528458662235,0,0,415
038ed65d42,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-19 17:31:27,2015-02-12 16:23:17,419,Payment,19.0,13442.105263157895,4704.881128439755,255400.0,5000.0,20000.0,8.421052631578947,160.0,21.88888888888889,41.81818181818181,0,0,1,2,0,1,19,0,4,0,1.0,10000.0,7.0,0.045346062052505964,13442.105263157895,0.3137592137592138,0.3818615751789976,0.3500107339089873,0.09980472987632891,0,0,419
03965ccc23,Home Starter Kit [MTN],40000,1000,540,580000,2013-08-06 11:17:34,2015-02-13 11:45:57,556,Payoff,18.0,29833.333333333332,707.1067811865473,537000.0,27000.0,30000.0,28.333333333333332,510.0,31.58823529411765,99.48275862068967,0,0,1,2,3,1,18,1,0,0,1.0,30000.0,30.0,0.03237410071942446,29833.333333333332,0.9258620689655173,0.9172661870503597,0.023701903279996002,0.1789258248573555,1,0,556
03972dadc9,Home Starter Kit [MTN],40000,1000,540,580000,2013-11-15 06:22:14,2015-02-05 23:05:18,447,Cancellation,7.0,11500.0,4941.322360124531,80500.0,6500.0,20000.0,11.428571428571429,80.0,38.5,20.775862068965516,1,0,1,2,0,1,7,0,0,0,1.0,12000.0,12.0,0.015659955257270694,11500.0,0.13879310344827586,0.1789709172259508,0.4296802052282201,0.04647843863303248,0,1,447
03d25f0481,Home Plus Kit [MTN],60000,1100,540,654000,2013-12-02 13:40:12,2015-02-11 09:38:20,435,Cancellation,18.0,8777.777777777777,2390.0665891672547,158000.0,3000.0,10000.0,7.777777777777778,140.0,18.647058823529413,33.33333333333333,1,0,1,1,0,1,18,0,2,0,2.0,20000.0,18.0,0.041379310344827586,8777.777777777777,0.2415902140672783,0.3218390804597701,0.27228606712032016,0.07662835249042145,0,1,435
03dcf01a74,Home Starter Kit [MTN],40000,1000,540,580000,2013-09-01 13:06:07,2014-10-02 23:05:06,396,Cancellation,17.0,5294.117647058823,4027.4791415095024,90000.0,1000.0,14000.0,5.294117647058823,90.0,12.25,22.413793103448278,1,0,1,0,0,1,17,0,0,0,1.0,14000.0,14.0,0.04292929292929293,5294.117647058823,0.15517241379310345,0.22727272727272727,0.760746060062906,0.0566004876349704,0,1,396
03e1651546,Home Comfort Kit Intro [MTN],60000,1400,540,816000,2013-05-13 06:40:31,2014-10-22 17:13:31,527,Cancellation,36.0,9486.111111111111,3657.6458297480112,341500.0,4000.0,20000.0,6.444444444444445,232.0,11.057142857142857,49.20343137254902,1,3,1,2,0,1,36,0,2,0,3.0,43000.0,30.0,0.0683111954459203,9486.111111111111,0.4185049019607843,0.44022770398481975,0.38557906257958535,0.09336514491944785,0,1,527
03e2c1ff81,Home Comfort Kit [MTN],85000,1350,540,814000,2013-12-18 10:19:49,2015-05-08 16:38:21,506,Payoff,104.0,6591.346153846154,4405.58693348897,685500.0,1350.0,25900.0,4.461538461538462,464.0,4.427184466019417,94.65601965601965,0,3,1,2,0,1,104,1,1,0,5.0,59000.0,42.0,0.20553359683794467,6591.346153846154,0.8421375921375921,0.9169960474308301,0.6683895566489466,0.18706723252177795,1,0,506
03fd4e8419,Home Starter Kit [MTN],40000,1000,540,580000,2013-09-08 08:37:41,2014-10-31 23:05:10,418,Cancellation,2.0,15000.0,14142.13562373095,30000.0,5000.0,25000.0,15.0,30.0,0.0,12.068965517241379,1,0,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.004784688995215311,15000.0,0.05172413793103448,0.07177033492822966,0.9428090415820634,0.028873123246988944,0,1,418
